Wagon ID,Symbol,Type,Owner
69035686,AY,Open,BBR
69035970,AY,Open,BBR
69036047,AY,Open,BBR
69037388,AY,Open,BBR
69038597,AY,Open,BBR
69038678,AY,Open,BBR
91550019,AY,Open,BBR
91550022,AY,Open,BBR
91550035,AY,Open,BBR
91550048,AY,Open,BBR
91550051,AY,Open,BBR
91550064,AY,Open,BBR
91550077,AY,Open,BBR
91550080,AY,Open,BBR
91550093,AY,Open,BBR
91550103,AY,Open,BBR
91550129,AY,Open,BBR
91550132,AY,Open,BBR
91550145,AY,Open,BBR
91550158,AY,Open,BBR
91550161,AY,Open,BBR
91550174,AY,Open,BBR
91550187,AY,Open,BBR
91550190,AY,Open,BBR
91550200,AY,Open,BBR
91550213,AY,Open,BBR
91550226,AY,Open,BBR
91550239,AY,Open,BBR
91550242,AY,Open,BBR
91550255,AY,Open,BBR
91550268,AY,Open,BBR
91550271,AY,Open,BBR
91550284,AY,Open,BBR
91550297,AY,Open,BBR
91550307,AY,Open,BBR
91550310,AY,Open,BBR
91550323,AY,Open,BBR
91550336,AY,Open,BBR
91550349,AY,Open,BBR
91550352,AY,Open,BBR
91550365,AY,Open,BBR
91550378,AY,Open,BBR
91550381,AY,Open,BBR
91550394,AY,Open,BBR
91550404,AY,Open,BBR
91550417,AY,Open,BBR
91550420,AY,Open,BBR
91550433,AY,Open,BBR
91550446,AY,Open,BBR
91550459,AY,Open,BBR
91550462,AY,Open,BBR
91550475,AY,Open,BBR
91550488,AY,Open,BBR
91550491,AY,Open,BBR
91550501,AY,Open,BBR
91550514,AY,Open,BBR
91550527,AY,Open,BBR
91550530,AY,Open,BBR
91380014,D,Open,BBR
91380027,D,Open,BBR
91380030,D,Open,BBR
91380043,D,Open,BBR
91380056,D,Open,BBR
91380069,D,Open,BBR
91380072,D,Open,BBR
91380085,D,Open,BBR
91380098,D,Open,BBR
91380108,D,Open,BBR
91380124,D,Open,BBR
91380137,D,Open,BBR
91380140,D,Open,BBR
91380153,D,Open,BBR
91380166,D,Open,BBR
91380179,D,Open,BBR
91380182,D,Open,BBR
91380195,D,Open,BBR
91380205,D,Open,BBR
91380218,D,Open,BBR
91380221,D,Open,BBR
91380234,D,Open,BBR
91380247,D,Open,BBR
91380250,D,Open,BBR
91380263,D,Open,BBR
91380276,D,Open,BBR
91380289,D,Open,BBR
91380292,D,Open,BBR
91380302,D,Open,BBR
91380315,D,Open,BBR
91380328,D,Open,BBR
91380331,D,Open,BBR
91380344,D,Open,BBR
91380357,D,Open,BBR
91380360,D,Open,BBR
91380373,D,Open,BBR
91380386,D,Open,BBR
91380399,D,Open,BBR
91380409,D,Open,BBR
91380412,D,Open,BBR
91380425,D,Open,BBR
91380438,D,Open,BBR
91380441,D,Open,BBR
91380454,D,Open,BBR
91380467,D,Open,BBR
91380470,D,Open,BBR
91380483,D,Open,BBR
91380496,D,Open,BBR
91380506,D,Open,BBR
91380519,D,Open,BBR
91380522,D,Open,BBR
91380535,D,Open,BBR
91380548,D,Open,BBR
91380551,D,Open,BBR
91380564,D,Open,BBR
91380577,D,Open,BBR
91380616,D,Open,BBR
92370036,D,Open,BBR
92370049,D,Open,BBR
92370052,D,Open,BBR
92370065,D,Open,BBR
92370078,D,Open,BBR
92370081,D,Open,BBR
92370094,D,Open,BBR
92370117,D,Open,BBR
92370120,D,Open,BBR
92370133,D,Open,BBR
92370146,D,Open,BBR
92370159,D,Open,BBR
92370162,D,Open,BBR
92370188,D,Open,BBR
92370191,D,Open,BBR
92370201,D,Open,BBR
92370214,D,Open,BBR
92370227,D,Open,BBR
92370230,D,Open,BBR
92370243,D,Open,BBR
92370256,D,Open,BBR
92370269,D,Open,BBR
92370272,D,Open,BBR
92370285,D,Open,BBR
92370298,D,Open,BBR
92370308,D,Open,BBR
92370311,D,Open,BBR
92370324,D,Open,BBR
92370337,D,Open,BBR
92370340,D,Open,BBR
92370353,D,Open,BBR
92370366,D,Open,BBR
92370379,D,Open,BBR
92370382,D,Open,BBR
92370395,D,Open,BBR
92370405,D,Open,BBR
92370418,D,Open,BBR
92370421,D,Open,BBR
92370434,D,Open,BBR
92370447,D,Open,BBR
92370450,D,Open,BBR
92370463,D,Open,BBR
92370476,D,Open,BBR
92370489,D,Open,BBR
92370492,D,Open,BBR
92370502,D,Open,BBR
92370515,D,Open,BBR
92370528,D,Open,BBR
92370531,D,Open,BBR
92370544,D,Open,BBR
92370557,D,Open,BBR
92370560,D,Open,BBR
92370573,D,Open,BBR
92370586,D,Open,BBR
92370599,D,Open,BBR
92370609,D,Open,BBR
92370612,D,Open,BBR
92370625,D,Open,BBR
92370638,D,Open,BBR
92370641,D,Open,BBR
92370654,D,Open,BBR
92370667,D,Open,BBR
92370670,D,Open,BBR
92370683,D,Open,BBR
92370696,D,Open,BBR
92370706,D,Open,BBR
92370719,D,Open,BBR
92370722,D,Open,BBR
92370735,D,Open,BBR
92370748,D,Open,BBR
92370751,D,Open,BBR
92370764,D,Open,BBR
92370777,D,Open,BBR
92370780,D,Open,BBR
92370793,D,Open,BBR
92370803,D,Open,BBR
92370816,D,Open,BBR
92370829,D,Open,BBR
92370832,D,Open,BBR
92370845,D,Open,BBR
92370858,D,Open,BBR
92370861,D,Open,BBR
92370874,D,Open,BBR
92370887,D,Open,BBR
92370890,D,Open,BBR
92370900,D,Open,BBR
92370913,D,Open,BBR
92370926,D,Open,BBR
92370939,D,Open,BBR
92370942,D,Open,BBR
92370955,D,Open,BBR
92370968,D,Open,BBR
92370971,D,Open,BBR
92370984,D,Open,BBR
92370997,D,Open,BBR
92371006,D,Open,BBR
92371019,D,Open,BBR
92371022,D,Open,BBR
92371035,D,Open,BBR
92371048,D,Open,BBR
92371051,D,Open,BBR
92371064,D,Open,BBR
92371077,D,Open,BBR
92371080,D,Open,BBR
92371093,D,Open,BBR
92371103,D,Open,BBR
92371116,D,Open,BBR
92371129,D,Open,BBR
92371132,D,Open,BBR
92371145,D,Open,BBR
92371158,D,Open,BBR
92371161,D,Open,BBR
92371174,D,Open,BBR
92371187,D,Open,BBR
92371190,D,Open,BBR
92371200,D,Open,BBR
92371213,D,Open,BBR
92371226,D,Open,BBR
92371239,D,Open,BBR
92371242,D,Open,BBR
92371255,D,Open,BBR
92371268,D,Open,BBR
92371271,D,Open,BBR
92371284,D,Open,BBR
92371297,D,Open,BBR
92371307,D,Open,BBR
92371310,D,Open,BBR
92371323,D,Open,BBR
92371336,D,Open,BBR
92371349,D,Open,BBR
92371352,D,Open,BBR
92371365,D,Open,BBR
92371378,D,Open,BBR
92371381,D,Open,BBR
92371394,D,Open,BBR
92371404,D,Open,BBR
92371417,D,Open,BBR
92371420,D,Open,BBR
92371433,D,Open,BBR
92371446,D,Open,BBR
92371459,D,Open,BBR
92371462,D,Open,BBR
92371475,D,Open,BBR
92371488,D,Open,BBR
92371491,D,Open,BBR
92371501,D,Open,BBR
92371514,D,Open,BBR
92371527,D,Open,BBR
92371530,D,Open,BBR
92371543,D,Open,BBR
92371556,D,Open,BBR
92371569,D,Open,BBR
92371572,D,Open,BBR
92371585,D,Open,BBR
92371598,D,Open,BBR
92371608,D,Open,BBR
92371611,D,Open,BBR
92371624,D,Open,BBR
92371637,D,Open,BBR
92371640,D,Open,BBR
92371653,D,Open,BBR
92371666,D,Open,BBR
92371679,D,Open,BBR
92371682,D,Open,BBR
92371695,D,Open,BBR
92371705,D,Open,BBR
92371718,D,Open,BBR
92371734,D,Open,BBR
92371747,D,Open,BBR
92371750,D,Open,BBR
92371763,D,Open,BBR
92371776,D,Open,BBR
92371789,D,Open,BBR
92371792,D,Open,BBR
92371802,D,Open,BBR
92371815,D,Open,BBR
92371828,D,Open,BBR
92371831,D,Open,BBR
92371844,D,Open,BBR
92371857,D,Open,BBR
92371860,D,Open,BBR
92371873,D,Open,BBR
92371886,D,Open,BBR
92371899,D,Open,BBR
92371909,D,Open,BBR
92371912,D,Open,BBR
92371925,D,Open,BBR
92371938,D,Open,BBR
92371941,D,Open,BBR
92371954,D,Open,BBR
92371967,D,Open,BBR
92371970,D,Open,BBR
92371983,D,Open,BBR
92371996,D,Open,BBR
92372005,D,Open,BBR
92372018,D,Open,BBR
92372021,D,Open,BBR
92372034,D,Open,BBR
92372047,D,Open,BBR
92372050,D,Open,BBR
92372063,D,Open,BBR
92372076,D,Open,BBR
92372089,D,Open,BBR
92372092,D,Open,BBR
92372102,D,Open,BBR
92372115,D,Open,BBR
92372128,D,Open,BBR
92372131,D,Open,BBR
92372144,D,Open,BBR
92372157,D,Open,BBR
92372160,D,Open,BBR
92372173,D,Open,BBR
92372186,D,Open,BBR
92372199,D,Open,BBR
92372209,D,Open,BBR
92372212,D,Open,BBR
92372225,D,Open,BBR
92372238,D,Open,BBR
92372241,D,Open,BBR
92372254,D,Open,BBR
92372267,D,Open,BBR
92372270,D,Open,BBR
92372283,D,Open,BBR
92372296,D,Open,BBR
92372306,D,Open,BBR
92372319,D,Open,BBR
92372322,D,Open,BBR
92372335,D,Open,BBR
92372348,D,Open,BBR
92372351,D,Open,BBR
92372364,D,Open,BBR
92372377,D,Open,BBR
92372380,D,Open,BBR
92372393,D,Open,BBR
92372403,D,Open,BBR
92372429,D,Open,BBR
92372432,D,Open,BBR
92372445,D,Open,BBR
92372458,D,Open,BBR
92372461,D,Open,BBR
92372474,D,Open,BBR
92372487,D,Open,BBR
92372490,D,Open,BBR
92372500,D,Open,BBR
92372513,D,Open,BBR
92372526,D,Open,BBR
92372539,D,Open,BBR
92372542,D,Open,BBR
92372555,D,Open,BBR
92372568,D,Open,BBR
92372571,D,Open,BBR
92372584,D,Open,BBR
92372597,D,Open,BBR
92372607,D,Open,BBR
92372610,D,Open,BBR
92372636,D,Open,BBR
92372649,D,Open,BBR
92372652,D,Open,BBR
92372665,D,Open,BBR
92372678,D,Open,BBR
92372681,D,Open,BBR
92372694,D,Open,BBR
92372704,D,Open,BBR
92372717,D,Open,BBR
92372720,D,Open,BBR
92372733,D,Open,BBR
92372746,D,Open,BBR
92372759,D,Open,BBR
92372762,D,Open,BBR
92372775,D,Open,BBR
92372791,D,Open,BBR
92372801,D,Open,BBR
92372814,D,Open,BBR
92372827,D,Open,BBR
92372830,D,Open,BBR
92372843,D,Open,BBR
92372856,D,Open,BBR
92372869,D,Open,BBR
92372872,D,Open,BBR
92372885,D,Open,BBR
92372898,D,Open,BBR
92372908,D,Open,BBR
92372911,D,Open,BBR
92372924,D,Open,BBR
92372937,D,Open,BBR
92372940,D,Open,BBR
92372953,D,Open,BBR
92372966,D,Open,BBR
92372979,D,Open,BBR
92372982,D,Open,BBR
92372995,D,Open,BBR
92373004,D,Open,BBR
92373017,D,Open,BBR
92373020,D,Open,BBR
92373033,D,Open,BBR
92373046,D,Open,BBR
92373059,D,Open,BBR
92373062,D,Open,BBR
92373075,D,Open,BBR
92373088,D,Open,BBR
92373091,D,Open,BBR
92373101,D,Open,BBR
92373114,D,Open,BBR
92373127,D,Open,BBR
92373130,D,Open,BBR
92373143,D,Open,BBR
92373156,D,Open,BBR
92373169,D,Open,BBR
92373172,D,Open,BBR
92373185,D,Open,BBR
92373198,D,Open,BBR
92373208,D,Open,BBR
92373211,D,Open,BBR
92373224,D,Open,BBR
92373237,D,Open,BBR
92373253,D,Open,BBR
92373266,D,Open,BBR
92373279,D,Open,BBR
92373282,D,Open,BBR
92373295,D,Open,BBR
92373305,D,Open,BBR
92373318,D,Open,BBR
92373321,D,Open,BBR
92373334,D,Open,BBR
92373347,D,Open,BBR
92373350,D,Open,BBR
92373363,D,Open,BBR
92373376,D,Open,BBR
92373389,D,Open,BBR
92373392,D,Open,BBR
92373402,D,Open,BBR
92373415,D,Open,BBR
92373428,D,Open,BBR
92373431,D,Open,BBR
92373444,D,Open,BBR
92373457,D,Open,BBR
92373460,D,Open,BBR
92373473,D,Open,BBR
92373486,D,Open,BBR
92373499,D,Open,BBR
92373509,D,Open,BBR
92373512,D,Open,BBR
92373525,D,Open,BBR
92373538,D,Open,BBR
92373541,D,Open,BBR
92373554,D,Open,BBR
92373567,D,Open,BBR
92373570,D,Open,BBR
92373583,D,Open,BBR
92373596,D,Open,BBR
92373606,D,Open,BBR
92373619,D,Open,BBR
92373622,D,Open,BBR
92373635,D,Open,BBR
92373648,D,Open,BBR
92373651,D,Open,BBR
92373664,D,Open,BBR
92373677,D,Open,BBR
92373680,D,Open,BBR
92373693,D,Open,BBR
92373703,D,Open,BBR
92373716,D,Open,BBR
92373729,D,Open,BBR
92373732,D,Open,BBR
92373745,D,Open,BBR
92373758,D,Open,BBR
92373761,D,Open,BBR
92373774,D,Open,BBR
92373787,D,Open,BBR
92373790,D,Open,BBR
92373800,D,Open,BBR
92373813,D,Open,BBR
92373839,D,Open,BBR
92373842,D,Open,BBR
92373855,D,Open,BBR
92373868,D,Open,BBR
92373871,D,Open,BBR
92373884,D,Open,BBR
92373897,D,Open,BBR
92373907,D,Open,BBR
92373910,D,Open,BBR
92373923,D,Open,BBR
92373936,D,Open,BBR
92373949,D,Open,BBR
92373952,D,Open,BBR
92373965,D,Open,BBR
92373978,D,Open,BBR
92373981,D,Open,BBR
92373994,D,Open,BBR
92374003,D,Open,BBR
92374016,D,Open,BBR
92374029,D,Open,BBR
92374032,D,Open,BBR
92374045,D,Open,BBR
92374058,D,Open,BBR
92374061,D,Open,BBR
92374074,D,Open,BBR
92374087,D,Open,BBR
92374090,D,Open,BBR
92374100,D,Open,BBR
92374113,D,Open,BBR
92374126,D,Open,BBR
92374139,D,Open,BBR
92374142,D,Open,BBR
92374155,D,Open,BBR
92374168,D,Open,BBR
92374171,D,Open,BBR
92374184,D,Open,BBR
92374197,D,Open,BBR
92374207,D,Open,BBR
92374210,D,Open,BBR
92374223,D,Open,BBR
92374236,D,Open,BBR
92374249,D,Open,BBR
92374252,D,Open,BBR
92374265,D,Open,BBR
92374281,D,Open,BBR
92374294,D,Open,BBR
92374304,D,Open,BBR
92374317,D,Open,BBR
92374320,D,Open,BBR
92374333,D,Open,BBR
92374346,D,Open,BBR
92374359,D,Open,BBR
92374362,D,Open,BBR
92374375,D,Open,BBR
92374388,D,Open,BBR
92374391,D,Open,BBR
92374401,D,Open,BBR
92374414,D,Open,BBR
92374427,D,Open,BBR
92374430,D,Open,BBR
92374443,D,Open,BBR
92374456,D,Open,BBR
92374469,D,Open,BBR
92374472,D,Open,BBR
92374485,D,Open,BBR
92374498,D,Open,BBR
92374508,D,Open,BBR
92374511,D,Open,BBR
92374524,D,Open,BBR
92374537,D,Open,BBR
92374540,D,Open,BBR
92374553,D,Open,BBR
92374566,D,Open,BBR
92374579,D,Open,BBR
92374582,D,Open,BBR
92374595,D,Open,BBR
92374605,D,Open,BBR
92374618,D,Open,BBR
92374621,D,Open,BBR
92374634,D,Open,BBR
92374647,D,Open,BBR
92374650,D,Open,BBR
92374663,D,Open,BBR
92374676,D,Open,BBR
92374689,D,Open,BBR
92374692,D,Open,BBR
92374702,D,Open,BBR
92374715,D,Open,BBR
92374728,D,Open,BBR
92374731,D,Open,BBR
92374744,D,Open,BBR
92374757,D,Open,BBR
92374760,D,Open,BBR
92374773,D,Open,BBR
92374786,D,Open,BBR
92374799,D,Open,BBR
92374809,D,Open,BBR
92374812,D,Open,BBR
92374825,D,Open,BBR
92374838,D,Open,BBR
92374841,D,Open,BBR
92374854,D,Open,BBR
92374867,D,Open,BBR
92374870,D,Open,BBR
92374883,D,Open,BBR
92374896,D,Open,BBR
92374906,D,Open,BBR
56707205,TA,Tanker,BMML
56707250,TA,Tanker,BMML
56707276,TA,Tanker,BMML
56708026,TA,Tanker,BMML
56708042,TA,Tanker,BMML
56708055,TA,Tanker,BMML
56708068,TA,Tanker,BMML
56708071,TA,Tanker,BMML
56708084,TA,Tanker,BMML
56708107,TA,Tanker,BMML
56708123,TA,Tanker,BMML
56708149,TA,Tanker,BMML
56708152,TA,Tanker,BMML
56708181,TA,Tanker,BMML
56708194,TA,Tanker,BMML
16052,BSO ,BSO ,BR
16081,BSO ,BSO ,BR
16094,BSO ,BSO ,BR
16104,BSO ,BSO ,BR
16146,BSO ,BSO ,BR
16162,BSO ,BSO ,BR
16175,BSO ,BSO ,BR
16272,BSO ,BSO ,BR
16285,BSO ,BSO ,BR
16324,BSO ,BSO ,BR
16337,BSO ,BSO ,BR
16340,BSO ,BSO ,BR
16395,BSO ,BSO ,BR
16405,BSO ,BSO ,BR
16434,BSO ,BSO ,BR
16447,BSO ,BSO ,BR
16450,BSO ,BSO ,BR
16463,BSO ,BSO ,BR
16476,BSO ,BSO ,BR
16528,BSO ,BSO ,BR
16531,BSO ,BSO ,BR
16544,BSO ,BSO ,BR
16560,BSO ,BSO ,BR
16573,BSO ,BSO ,BR
16609,BSO ,BSO ,BR
16625,BSO ,BSO ,BR
16638,BSO ,BSO ,BR
16654,BSO ,BSO ,BR
16667,BSO ,BSO ,BR
16683,BSO ,BSO ,BR
16696,BSO ,BSO ,BR
16719,BSO ,BSO ,BR
16722,BSO ,BSO ,BR
16777,BSO ,BSO ,BR
16793,BSO ,BSO ,BR
16874,BSO ,BSO ,BR
16887,BSO ,BSO ,BR
16955,BSO ,BSO ,BR
16968,BSO ,BSO ,BR
16971,BSO ,BSO ,BR
17019,BSO ,BSO ,BR
17064,BSO ,BSO ,BR
17080,BSO ,BSO ,BR
17103,BSO ,BSO ,BR
17158,BSO ,BSO ,BR
17187,BSO ,BSO ,BR
17213,BSO ,BSO ,BR
17242,BSO ,BSO ,BR
17271,BSO ,BSO ,BR
17284,BSO ,BSO ,BR
17310,BSO ,BSO ,BR
17378,BSO ,BSO ,BR
17420,BSO ,BSO ,BR
17446,BSO ,BSO ,BR
17462,BSO ,BSO ,BR
17475,BSO ,BSO ,BR
17491,BSO ,BSO ,BR
17585,BSO ,BSO ,BR
17624,BSO ,BSO ,BR
17666,BSO ,BSO ,BR
17679,BSO ,BSO ,BR
17695,BSO ,BSO ,BR
17705,BSO ,BSO ,BR
17734,BSO ,BSO ,BR
17747,BSO ,BSO ,BR
17750,BSO ,BSO ,BR
17792,BSO ,BSO ,BR
17802,BSO ,BSO ,BR
17815,BSO ,BSO ,BR
17828,BSO ,BSO ,BR
17860,BSO ,BSO ,BR
17909,BSO ,BSO ,BR
17925,BSO ,BSO ,BR
17967,BSO ,BSO ,BR
17996,BSO ,BSO ,BR
18018,BSO ,BSO ,BR
18076,BSO ,BSO ,BR
18089,BSO ,BSO ,BR
18092,BSO ,BSO ,BR
18102,BSO ,BSO ,BR
18157,BSO ,BSO ,BR
18160,BSO ,BSO ,BR
18186,BSO ,BSO ,BR
18199,BSO ,BSO ,BR
18270,BSO ,BSO ,BR
18319,BSO ,BSO ,BR
18348,BSO ,BSO ,BR
18432,BSO ,BSO ,BR
18445,BSO ,BSO ,BR
18458,BSO ,BSO ,BR
18542,BSO ,BSO ,BR
18568,BSO ,BSO ,BR
18623,BSO ,BSO ,BR
18681,BSO ,BSO ,BR
18720,BSO ,BSO ,BR
18775,BSO ,BSO ,BR
18791,BSO ,BSO ,BR
18827,BSO ,BSO ,BR
18856,BSO ,BSO ,BR
18908,BSO ,BSO ,BR
9935011,I,Open,CFM
17015324,I,Open,CFM
120676,K,Closed,NRZ
501981,K,Closed,NRZ
501994,K,Closed,NRZ
502003,K,Closed,NRZ
502029,K,Closed,NRZ
502045,K,Closed,NRZ
502074,K,Closed,NRZ
502087,K,Closed,NRZ
502090,K,Closed,NRZ
502126,K,Closed,NRZ
502139,K,Closed,NRZ
502168,K,Closed,NRZ
502207,K,Closed,NRZ
502223,K,Closed,NRZ
502236,K,Closed,NRZ
502278,K,Closed,NRZ
502294,K,Closed,NRZ
502320,K,Closed,NRZ
502362,K,Closed,NRZ
502375,K,Closed,NRZ
502388,K,Closed,NRZ
502391,K,Closed,NRZ
502401,K,Closed,NRZ
502414,K,Closed,NRZ
502427,K,Closed,NRZ
502430,K,Closed,NRZ
502456,K,Closed,NRZ
502469,K,Closed,NRZ
502472,K,Closed,NRZ
502485,K,Closed,NRZ
502511,K,Closed,NRZ
502524,K,Closed,NRZ
502540,K,Closed,NRZ
502579,K,Closed,NRZ
502595,K,Closed,NRZ
502618,K,Closed,NRZ
502634,K,Closed,NRZ
502647,K,Closed,NRZ
502650,K,Closed,NRZ
502663,K,Closed,NRZ
502676,K,Closed,NRZ
502689,K,Closed,NRZ
502731,K,Closed,NRZ
502809,K,Closed,NRZ
502812,K,Closed,NRZ
502825,K,Closed,NRZ
502867,K,Closed,NRZ
502870,K,Closed,NRZ
502883,K,Closed,NRZ
502922,K,Closed,NRZ
502948,K,Closed,NRZ
502951,K,Closed,NRZ
502964,K,Closed,NRZ
502977,K,Closed,NRZ
502993,K,Closed,NRZ
650023,K,Closed,NRZ
650036,K,Closed,NRZ
650049,K,Closed,NRZ
650052,K,Closed,NRZ
650104,K,Closed,NRZ
650117,K,Closed,NRZ
650133,K,Closed,NRZ
650146,K,Closed,NRZ
650159,K,Closed,NRZ
650188,K,Closed,NRZ
650230,K,Closed,NRZ
650256,K,Closed,NRZ
650269,K,Closed,NRZ
650285,K,Closed,NRZ
650298,K,Closed,NRZ
650311,K,Closed,NRZ
650324,K,Closed,NRZ
650353,K,Closed,NRZ
650366,K,Closed,NRZ
650382,K,Closed,NRZ
650405,K,Closed,NRZ
650418,K,Closed,NRZ
650421,K,Closed,NRZ
650450,K,Closed,NRZ
650476,K,Closed,NRZ
650489,K,Closed,NRZ
650492,K,Closed,NRZ
650502,K,Closed,NRZ
650515,K,Closed,NRZ
650544,K,Closed,NRZ
650557,K,Closed,NRZ
650586,K,Closed,NRZ
650625,K,Closed,NRZ
650641,K,Closed,NRZ
650667,K,Closed,NRZ
650670,K,Closed,NRZ
650696,K,Closed,NRZ
650706,K,Closed,NRZ
650722,K,Closed,NRZ
650735,K,Closed,NRZ
650751,K,Closed,NRZ
650764,K,Closed,NRZ
650816,K,Closed,NRZ
650829,K,Closed,NRZ
650858,K,Closed,NRZ
650874,K,Closed,NRZ
650890,K,Closed,NRZ
650926,K,Closed,NRZ
650942,K,Closed,NRZ
650968,K,Closed,NRZ
650971,K,Closed,NRZ
651006,K,Closed,NRZ
651022,K,Closed,NRZ
651035,K,Closed,NRZ
651051,K,Closed,NRZ
651064,K,Closed,NRZ
651077,K,Closed,NRZ
651093,K,Closed,NRZ
651103,K,Closed,NRZ
651116,K,Closed,NRZ
651132,K,Closed,NRZ
651145,K,Closed,NRZ
651174,K,Closed,NRZ
651187,K,Closed,NRZ
651239,K,Closed,NRZ
651242,K,Closed,NRZ
651268,K,Closed,NRZ
651271,K,Closed,NRZ
651310,K,Closed,NRZ
651336,K,Closed,NRZ
651352,K,Closed,NRZ
651365,K,Closed,NRZ
651404,K,Closed,NRZ
651433,K,Closed,NRZ
651446,K,Closed,NRZ
651459,K,Closed,NRZ
651462,K,Closed,NRZ
651501,K,Closed,NRZ
651527,K,Closed,NRZ
651569,K,Closed,NRZ
651572,K,Closed,NRZ
651585,K,Closed,NRZ
651598,K,Closed,NRZ
651611,K,Closed,NRZ
651624,K,Closed,NRZ
651637,K,Closed,NRZ
651640,K,Closed,NRZ
651653,K,Closed,NRZ
651682,K,Closed,NRZ
651695,K,Closed,NRZ
651705,K,Closed,NRZ
651718,K,Closed,NRZ
651734,K,Closed,NRZ
651747,K,Closed,NRZ
651763,K,Closed,NRZ
651776,K,Closed,NRZ
651789,K,Closed,NRZ
651802,K,Closed,NRZ
651815,K,Closed,NRZ
651828,K,Closed,NRZ
651831,K,Closed,NRZ
651857,K,Closed,NRZ
651886,K,Closed,NRZ
651909,K,Closed,NRZ
651925,K,Closed,NRZ
651938,K,Closed,NRZ
651941,K,Closed,NRZ
651954,K,Closed,NRZ
651967,K,Closed,NRZ
651996,K,Closed,NRZ
652005,K,Closed,NRZ
652018,K,Closed,NRZ
652047,K,Closed,NRZ
652076,K,Closed,NRZ
652089,K,Closed,NRZ
652092,K,Closed,NRZ
652102,K,Closed,NRZ
652115,K,Closed,NRZ
652157,K,Closed,NRZ
652160,K,Closed,NRZ
652173,K,Closed,NRZ
652186,K,Closed,NRZ
652209,K,Closed,NRZ
652212,K,Closed,NRZ
652238,K,Closed,NRZ
652254,K,Closed,NRZ
652270,K,Closed,NRZ
652283,K,Closed,NRZ
652306,K,Closed,NRZ
652322,K,Closed,NRZ
652335,K,Closed,NRZ
652348,K,Closed,NRZ
652351,K,Closed,NRZ
652364,K,Closed,NRZ
652416,K,Closed,NRZ
652445,K,Closed,NRZ
652487,K,Closed,NRZ
652513,K,Closed,NRZ
652526,K,Closed,NRZ
652555,K,Closed,NRZ
652568,K,Closed,NRZ
652571,K,Closed,NRZ
652584,K,Closed,NRZ
652610,K,Closed,NRZ
652649,K,Closed,NRZ
652652,K,Closed,NRZ
652720,K,Closed,NRZ
652733,K,Closed,NRZ
652746,K,Closed,NRZ
652759,K,Closed,NRZ
652762,K,Closed,NRZ
652791,K,Closed,NRZ
652801,K,Closed,NRZ
652830,K,Closed,NRZ
652872,K,Closed,NRZ
652908,K,Closed,NRZ
652911,K,Closed,NRZ
652995,K,Closed,NRZ
653004,K,Closed,NRZ
653017,K,Closed,NRZ
653020,K,Closed,NRZ
653033,K,Closed,NRZ
653046,K,Closed,NRZ
653059,K,Closed,NRZ
653062,K,Closed,NRZ
653075,K,Closed,NRZ
653088,K,Closed,NRZ
653091,K,Closed,NRZ
653101,K,Closed,NRZ
653127,K,Closed,NRZ
653130,K,Closed,NRZ
653143,K,Closed,NRZ
653156,K,Closed,NRZ
653169,K,Closed,NRZ
653172,K,Closed,NRZ
653185,K,Closed,NRZ
653198,K,Closed,NRZ
653208,K,Closed,NRZ
653211,K,Closed,NRZ
653224,K,Closed,NRZ
653237,K,Closed,NRZ
653240,K,Closed,NRZ
653253,K,Closed,NRZ
653266,K,Closed,NRZ
653279,K,Closed,NRZ
653282,K,Closed,NRZ
653295,K,Closed,NRZ
653305,K,Closed,NRZ
653318,K,Closed,NRZ
653321,K,Closed,NRZ
653347,K,Closed,NRZ
653350,K,Closed,NRZ
653363,K,Closed,NRZ
653392,K,Closed,NRZ
653402,K,Closed,NRZ
653428,K,Closed,NRZ
653431,K,Closed,NRZ
653444,K,Closed,NRZ
653457,K,Closed,NRZ
653473,K,Closed,NRZ
653486,K,Closed,NRZ
653499,K,Closed,NRZ
653509,K,Closed,NRZ
653512,K,Closed,NRZ
653525,K,Closed,NRZ
653538,K,Closed,NRZ
653541,K,Closed,NRZ
653554,K,Closed,NRZ
653567,K,Closed,NRZ
653570,K,Closed,NRZ
653583,K,Closed,NRZ
653596,K,Closed,NRZ
653606,K,Closed,NRZ
653619,K,Closed,NRZ
653622,K,Closed,NRZ
653635,K,Closed,NRZ
653648,K,Closed,NRZ
653651,K,Closed,NRZ
653664,K,Closed,NRZ
653677,K,Closed,NRZ
653680,K,Closed,NRZ
653703,K,Closed,NRZ
653716,K,Closed,NRZ
653732,K,Closed,NRZ
653745,K,Closed,NRZ
653758,K,Closed,NRZ
653761,K,Closed,NRZ
653774,K,Closed,NRZ
653787,K,Closed,NRZ
653790,K,Closed,NRZ
653813,K,Closed,NRZ
653826,K,Closed,NRZ
653842,K,Closed,NRZ
653855,K,Closed,NRZ
653868,K,Closed,NRZ
653871,K,Closed,NRZ
653884,K,Closed,NRZ
653897,K,Closed,NRZ
653907,K,Closed,NRZ
653910,K,Closed,NRZ
653923,K,Closed,NRZ
653936,K,Closed,NRZ
653949,K,Closed,NRZ
653952,K,Closed,NRZ
653965,K,Closed,NRZ
653978,K,Closed,NRZ
653981,K,Closed,NRZ
653994,K,Closed,NRZ
654003,K,Closed,NRZ
654016,K,Closed,NRZ
654029,K,Closed,NRZ
654032,K,Closed,NRZ
654045,K,Closed,NRZ
654058,K,Closed,NRZ
